Protein	Sign.set1	pvalue.set1	qvalue.set1	Sign.set2	pvalue.set2	qvalue.set2	Sign.meta	pvalue.meta	qvalue.meta
ALDH2_HUMAN	NA	NA	NA	-1	0.324891543878522	0.278830652995602	-1	0.324891543878522	0.263426634325227
ALPK2_HUMAN	NA	NA	NA	1	0.332470880373329	0.279508182350593	1	0.332470880373329	0.266751432498113
ANGL2_HUMAN	NA	NA	NA	1	0.945758787141116	0.455470614636736	1	0.945758787141116	0.468739112199108
ANGL3_HUMAN	NA	NA	NA	1	0.533372071639044	0.348625632170919	1	0.533372071639044	0.343276035225557
ANT3_HUMAN	NA	NA	NA	1	0.122137909383609	0.190506952754253	1	0.122137909383609	0.16241327549459
ANX11_HUMAN	NA	NA	NA	-1	0.0348929231661897	0.117804273271146	-1	0.0348929231661897	0.0839869395013734
ANXA2_HUMAN	NA	NA	NA	1	0.0631990657305997	0.144299965989561	1	0.0631990657305997	0.116974695937488
APLP2_HUMAN	NA	NA	NA	-1	0.028576443420752	0.105638699506838	-1	0.028576443420752	0.0749573678879263
APM2_HUMAN	NA	NA	NA	-1	0.536931174150715	0.34983248866727	-1	0.536931174150715	0.34439854533684
APOA1_HUMAN	NA	NA	NA	1	0.935324057586769	0.452183235203155	1	0.935324057586769	0.465815639186764
APOC1_HUMAN	NA	NA	NA	1	0.234012049633806	0.240195136245871	1	0.234012049633806	0.223900273407887
APOC2_HUMAN	NA	NA	NA	-1	0.995663872727714	0.468060544408052	-1	0.995663872727714	0.481036415843791
APOE_HUMAN	NA	NA	NA	-1	0.587146981646969	0.361778176060846	-1	0.587146981646969	0.361832807828569
APOH_HUMAN	NA	NA	NA	-1	0.41053896958984	0.304152760172951	-1	0.41053896958984	0.300218598155637
APOL1_HUMAN	NA	NA	NA	-1	0.0053294789730062	0.0558250610530393	-1	0.0053294789730062	0.0334141319263728
ASGR1_HUMAN	NA	NA	NA	1	0.627493258471982	0.379087778710123	1	0.627493258471982	0.378016385307975
ATPA_HUMAN	NA	NA	NA	-1	0.253929734875638	0.250430497910392	-1	0.253929734875638	0.235064189542739
ATS2_HUMAN	NA	NA	NA	-1	0.11982730560087	0.190472258469406	-1	0.11982730560087	0.161603955521808
BGAL_HUMAN	NA	NA	NA	-1	0.512063770334891	0.34064476334871	-1	0.512063770334891	0.337008910597543
BGLR_HUMAN	NA	NA	NA	-1	0.0448261265272723	0.129182296969763	-1	0.0448261265272724	0.0962432917885893
BLVRB_HUMAN	NA	NA	NA	-1	0.319239719997884	0.276466576254432	-1	0.319239719997884	0.260669802307879
BOLA2_HUMAN	NA	NA	NA	-1	0.0138402716240673	0.0847525039454007	-1	0.0138402716240673	0.0557361350044535
BT2A1_HUMAN	NA	NA	NA	-1	0.0175665941342588	0.0941775666270248	-1	0.0175665941342588	0.061764643601804
C99L2_HUMAN	NA	NA	NA	-1	0.405818011454033	0.304152760172951	-1	0.405818011454033	0.297577096569829
CA2D2_HUMAN	NA	NA	NA	-1	0.0183929624322087	0.0941775666270248	-1	0.0183929624322087	0.061764643601804
CAB45_HUMAN	NA	NA	NA	1	0.920335318435811	0.447452048972967	1	0.920335318435811	0.461249472535584
CAC1S_HUMAN	NA	NA	NA	-1	0.153757262455507	0.204091937345126	-1	0.153757262455507	0.182589781097071
CADH3_HUMAN	NA	NA	NA	-1	0.255423639629203	0.250430497910392	-1	0.255423639629203	0.235568582736385
CADH5_HUMAN	NA	NA	NA	-1	0.845052458330922	0.432061879812345	-1	0.845052458330922	0.441762864607612
CADH6_HUMAN	NA	NA	NA	-1	0.1544141218025	0.204091937345126	-1	0.1544141218025	0.182965024646663
CALB1_HUMAN	NA	NA	NA	1	0.169922532602342	0.212618451629326	1	0.169922532602342	0.1916122560665
CALCA_HUMAN	NA	NA	NA	-1	0.0207844327345426	0.0943419235980453	-1	0.0207844327345426	0.065647068215821
CALX_HUMAN	NA	NA	NA	-1	0.680499466056057	0.393760500502383	-1	0.680499466056057	0.396595172282906
CAPG_HUMAN	NA	NA	NA	1	0.191981774802705	0.223111664048691	1	0.191981774802705	0.206042655627162
CBPB2_HUMAN	NA	NA	NA	-1	0.561635905148903	0.354019665880999	-1	0.561635905148903	0.350294827832152
CC071_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD33_HUMAN	NA	NA	NA	-1	0.55955669045576	0.353304259036241	-1	0.55955669045576	0.350054826236062
CD99_HUMAN	NA	NA	NA	-1	0.00354998951044486	0.0541120411459742	-1	0.00354998951044487	0.0320408816969091
CDK17_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDSN_HUMAN	NA	NA	NA	-1	0.113608112807525	0.187156179975231	-1	0.113608112807525	0.157547688973652
CEAM7_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
CGRE1_HUMAN	NA	NA	NA	-1	0.737389226633506	0.407625561896633	-1	0.737389226633506	0.413291699290149
CH10_HUMAN	NA	NA	NA	1	0.610927319651028	0.373054677220537	1	0.610927319651028	0.37137110305283
CHM2A_HUMAN	NA	NA	NA	1	0.289269295644248	0.265553107432748	1	0.289269295644248	0.247636160580146
CHM2B_HUMAN	NA	NA	NA	-1	0.00503984119744835	0.0558250610530393	-1	0.00503984119744836	0.0334141319263728
CO3A1_HUMAN	NA	NA	NA	-1	0.0502453954397227	0.13290289912803	-1	0.0502453954397227	0.102138736927955
CO4A_HUMAN	NA	NA	NA	1	0.142743940801776	0.199021100180133	1	0.142743940801776	0.175329708230895
CO7_HUMAN	NA	NA	NA	-1	0.0605875720697368	0.143901116343483	-1	0.0605875720697368	0.114510279307238
CO9_HUMAN	NA	NA	NA	1	0.230921031307327	0.239428766022374	1	0.230921031307327	0.22242358589792
COF1_HUMAN	NA	NA	NA	1	0.834299966825986	0.429791774594534	1	0.834299966825986	0.439037199293216
COLI_HUMAN	NA	NA	NA	-1	0.017529008904729	0.0941775666270248	-1	0.017529008904729	0.061764643601804
CR3L3_HUMAN	NA	NA	NA	-1	0.115810756331399	0.187156179975231	-1	0.115810756331399	0.159043209143839
CREL1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
CRIS2_HUMAN	NA	NA	NA	-1	0.821034503761766	0.426541127396858	-1	0.821034503761766	0.435407999216563
CRIS3_HUMAN	NA	NA	NA	1	0.595042612939188	0.365540484760384	1	0.595042612939188	0.365439846782902
CRK_HUMAN	NA	NA	NA	-1	0.64024415739987	0.383504363738161	-1	0.64024415739987	0.383545488791571
CRYM_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
CS077_HUMAN	NA	NA	NA	1	0.887588289089744	0.440575952613303	1	0.887588289089744	0.454434993999441
CSPG5_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
CXAR_HUMAN	NA	NA	NA	1	0.395622798439716	0.302655878907242	1	0.395622798439716	0.293306717174196
CXCL7_HUMAN	NA	NA	NA	1	0.293841859843049	0.266753551999989	1	0.293841859843049	0.24995600201673
CYTB_HUMAN	NA	NA	NA	1	0.472980617257279	0.326454368748405	1	0.472980617257279	0.320523845546782
CYTL1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
DBPA_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCD_HUMAN	NA	NA	NA	1	0.852983340508346	0.432527525844273	1	0.852983340508346	0.442791499639571
DEF1_HUMAN	NA	NA	NA	-1	0.750105617956061	0.408801215644778	-1	0.750105617956061	0.417661697201226
DEF5_HUMAN	NA	NA	NA	1	0.837503154432992	0.429815867602055	1	0.837503154432992	0.439860354967745
DEF6_HUMAN	NA	NA	NA	-1	0.55381598389745	0.353304259036241	-1	0.55381598389745	0.349031554035596
DESM_HUMAN	NA	NA	NA	1	0.307102708743439	0.271373528568394	1	0.307102708743439	0.253990933918805
DKK3_HUMAN	NA	NA	NA	1	0.768849154439465	0.411108866240492	1	0.768849154439465	0.421969975838351
DMBT1_HUMAN	NA	NA	NA	-1	0.0641312525687262	0.144299965989561	-1	0.0641312525687262	0.117830289629985
DMKN_HUMAN	NA	NA	NA	-1	0.548785562888462	0.353304259036241	-1	0.548785562888462	0.347365026162885
DMP1_HUMAN	NA	NA	NA	-1	0.059612744419628	0.143538411480171	-1	0.0596127444196281	0.113065978422107
DREB_HUMAN	NA	NA	NA	-1	0.194677132424574	0.224657405548374	-1	0.194677132424574	0.206042655627162
DSC1_HUMAN	NA	NA	NA	1	0.308895352309815	0.271373528568394	1	0.308895352309815	0.254298057554177
DSG2_HUMAN	NA	NA	NA	-1	0.612445159711765	0.373423344770518	-1	0.612445159711765	0.371872622371836
DUT_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
E41L3_HUMAN	NA	NA	NA	-1	0.0425477230131556	0.128751297827719	-1	0.0425477230131556	0.0935978260394163
EF1A1_HUMAN	NA	NA	NA	1	0.460714629971665	0.323672710327443	1	0.460714629971665	0.317325278926408
EF2_HUMAN	NA	NA	NA	1	0.716713996188715	0.402001883549971	1	0.716713996188715	0.406707477541567
ENOA_HUMAN	NA	NA	NA	1	0.927967558727003	0.449158277640949	1	0.927967558727003	0.464207696260753
ENOB_HUMAN	NA	NA	NA	1	0.27010830969703	0.259022449896628	1	0.27010830969703	0.243595853750783
ENPL_HUMAN	NA	NA	NA	-1	0.0109532444260207	0.0785013244734075	-1	0.0109532444260207	0.0495054746149181
ENSA_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPDR1_HUMAN	NA	NA	NA	-1	0.0234331021268012	0.100766283409389	-1	0.0234331021268012	0.0687318383876872
EPHA7_HUMAN	NA	NA	NA	1	0.754167671392007	0.408801215644778	1	0.754167671392007	0.417959331859444
F10A1_HUMAN	NA	NA	NA	1	0.468227028579393	0.324933415100041	1	0.468227028579393	0.319119730409645
F13B_HUMAN	NA	NA	NA	1	0.0868496894544642	0.167198793126856	1	0.0868496894544642	0.137223523571143
F16P1_HUMAN	NA	NA	NA	1	0.758314420009744	0.408801215644778	1	0.758314420009744	0.418917157820399
FA10_HUMAN	NA	NA	NA	-1	0.0754549632403513	0.154122795200359	-1	0.0754549632403513	0.126962771305953
FA9_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
FABP4_HUMAN	NA	NA	NA	1	0.0928751950338555	0.170522883191335	1	0.0928751950338556	0.142905408763425
FABP5_HUMAN	NA	NA	NA	-1	0.473379309569363	0.326454368748405	-1	0.473379309569363	0.320523845546782
FABP6_HUMAN	NA	NA	NA	1	0.699038367319377	0.399955673621185	1	0.699038367319377	0.40259128128991
FABPI_HUMAN	NA	NA	NA	1	0.39486958882886	0.302646418698492	1	0.39486958882886	0.293153210597733
FBLN1_HUMAN	NA	NA	NA	-1	0.301061449311656	0.270648005116462	-1	0.301061449311656	0.252495962918389
FCAMR_HUMAN	NA	NA	NA	-1	0.1565025043363	0.204915947313499	-1	0.1565025043363	0.18429689079872
FETUA_HUMAN	NA	NA	NA	-1	0.225434135240644	0.236744084914691	-1	0.225434135240644	0.219487873880538
FETUB_HUMAN	NA	NA	NA	1	0.167605028277325	0.212139287985708	1	0.167605028277325	0.190976114932459
FGFR3_HUMAN	NA	NA	NA	-1	0.0439693498100846	0.129182296969763	-1	0.0439693498100846	0.0955503660233891
FGFR4_HUMAN	NA	NA	NA	1	0.557901605736163	0.353304259036241	1	0.557901605736163	0.349959319701516
FHR3_HUMAN	NA	NA	NA	-1	0.875624214698263	0.437658246618074	-1	0.875624214698263	0.450190710388929
FIBB_HUMAN	NA	NA	NA	1	0.00372486356780156	0.0541120411459742	1	0.00372486356780156	0.0320714526650799
FILA_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
FKB1A_HUMAN	NA	NA	NA	1	0.0250869287813733	0.100959723998312	1	0.0250869287813733	0.0710490668239033
FLNC_HUMAN	NA	NA	NA	-1	0.271623899962433	0.259865823218506	-1	0.271623899962433	0.243789445331907
FRIH_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRIL_HUMAN	NA	NA	NA	1	0.526422809347529	0.345742982860343	1	0.526422809347529	0.340436307114003
FSHB_HUMAN	NA	NA	NA	-1	0.124262214599247	0.190506952754253	-1	0.124262214599247	0.16241327549459
FXL19_HUMAN	NA	NA	NA	1	0.0698308485462809	0.150142201345264	1	0.0698308485462809	0.122892886416483
FYN_HUMAN	NA	NA	NA	-1	0.556660408606386	0.353304259036241	-1	0.556660408606386	0.349874046619947
FZD2_HUMAN	NA	NA	NA	-1	0.055623614466675	0.138963730716731	-1	0.055623614466675	0.108547312954557
FZD8_HUMAN	NA	NA	NA	1	0.716793451328151	0.402001883549971	1	0.716793451328151	0.406707477541567
G3PT_HUMAN	NA	NA	NA	1	0.0104591534473019	0.0776860259901166	1	0.010459153447302	0.0494415093345563
GAS6_HUMAN	NA	NA	NA	-1	0.0412644029868612	0.126745627482536	-1	0.0412644029868612	0.0919047140718647
GBG12_HUMAN	NA	NA	NA	-1	0.19591250299256	0.224957105407266	-1	0.19591250299256	0.206042655627162
GDIR1_HUMAN	NA	NA	NA	1	0.679569702746833	0.393760500502383	1	0.679569702746833	0.396483798836287
GDIR2_HUMAN	NA	NA	NA	-1	0.0101532166506971	0.0776860259901166	-1	0.0101532166506971	0.0494415093345563
GFAP_HUMAN	NA	NA	NA	1	0.192245365144255	0.223111664048691	1	0.192245365144255	0.206042655627162
GGT1_HUMAN	NA	NA	NA	-1	0.112481484823103	0.187156179975231	-1	0.112481484823103	0.157029147189822
GILT_HUMAN	NA	NA	NA	1	0.543762663057758	0.351480605777322	1	0.543762663057758	0.346227112613372
GIP_HUMAN	NA	NA	NA	1	0.743129975972576	0.408801215644778	1	0.743129975972576	0.415069342449223
GKN1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLOD4_HUMAN	NA	NA	NA	-1	0.265019565249977	0.257773167090934	-1	0.265019565249977	0.24028988810416
GMFB_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
GMFG_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
GP2_HUMAN	NA	NA	NA	-1	0.280665826482044	0.263003452552367	-1	0.280665826482044	0.246104710517009
GSLG1_HUMAN	NA	NA	NA	1	0.37041206249359	0.293574821130076	1	0.37041206249359	0.283222188052227
GTR11_HUMAN	NA	NA	NA	-1	0.142223331746172	0.199021100180133	-1	0.142223331746172	0.175329708230895
H2A1B_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
H2B1A_HUMAN	NA	NA	NA	1	0.103180678177153	0.181685159213454	1	0.103180678177153	0.148879431874235
H2B1B_HUMAN	NA	NA	NA	1	0.124978861380486	0.190506952754253	1	0.124978861380486	0.16241327549459
H2B1C_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
H90B2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
H90B3_HUMAN	NA	NA	NA	-1	0.305698878296987	0.271373528568394	-1	0.305698878296987	0.253990933918805
HBAZ_HUMAN	NA	NA	NA	-1	0.226129070844455	0.236834636223115	-1	0.226129070844455	0.219487873880538
HBB_HUMAN	NA	NA	NA	-1	0.419627003281973	0.308872686219448	-1	0.419627003281973	0.30437639747541
HBD_HUMAN	NA	NA	NA	-1	0.610375977955821	0.373054677220537	-1	0.610375977955821	0.37137110305283
HBEGF_HUMAN	NA	NA	NA	-1	0.0194868457559829	0.0941775666270248	-1	0.0194868457559829	0.0631684030283634
HEBP2_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEP2_HUMAN	NA	NA	NA	-1	0.220522548653664	0.233385977649512	-1	0.220522548653664	0.216393863801284
HGFL_HUMAN	NA	NA	NA	-1	0.0871773535709005	0.167198793126856	-1	0.0871773535709005	0.137223523571143
HMGN2_HUMAN	NA	NA	NA	-1	0.850268820612934	0.432527525844273	-1	0.850268820612934	0.442599501293407
HNRH1_HUMAN	NA	NA	NA	1	0.752338651790838	0.408801215644778	1	0.752338651790838	0.417721679492953
HNRPC_HUMAN	NA	NA	NA	1	0.714608514035699	0.402001883549971	1	0.714608514035699	0.406707477541567
HPTR_HUMAN	NA	NA	NA	1	0.281061355300044	0.263003452552367	1	0.281061355300044	0.246104710517009
HS71L_HUMAN	NA	NA	NA	1	0.512727619514178	0.34064476334871	1	0.512727619514178	0.337008910597543
HSP71_HUMAN	NA	NA	NA	1	0.890441496439587	0.440920714941984	1	0.890441496439587	0.455086584206407
HSP72_HUMAN	NA	NA	NA	-1	0.499670567762243	0.335729304065828	-1	0.499670567762243	0.331933948999956
HSP7C_HUMAN	NA	NA	NA	-1	0.949928455122667	0.455470614636736	-1	0.949928455122667	0.469073196839771
HTRA1_HUMAN	NA	NA	NA	-1	0.00260133757853226	0.0541120411459742	-1	0.00260133757853227	0.0286290991121721
HV101_HUMAN	NA	NA	NA	-1	0.358776279642352	0.287931638233504	-1	0.358776279642352	0.278016324784322
HV103_HUMAN	NA	NA	NA	1	0.149579266331634	0.20166838987273	1	0.149579266331634	0.180422481793394
HV207_HUMAN	NA	NA	NA	1	0.074693498256842	0.153334112654095	1	0.0746934982568419	0.126474450882621
HV209_HUMAN	NA	NA	NA	1	0.334837689348019	0.280644740781457	1	0.334837689348019	0.268249424109978
HV303_HUMAN	NA	NA	NA	1	0.152125551387082	0.203756459976228	1	0.152125551387082	0.181052650990062
HV305_HUMAN	NA	NA	NA	1	0.825089295164918	0.427743871316537	1	0.825089295164918	0.435899638947462
HV309_HUMAN	NA	NA	NA	1	0.216911985325047	0.23136296218944	1	0.216911985325047	0.215211536879571
HV311_HUMAN	NA	NA	NA	1	0.284377010621882	0.263629423826788	1	0.284377010621882	0.24663675251588
HV320_HUMAN	NA	NA	NA	1	0.0479570269171259	0.131694788521085	1	0.0479570269171259	0.100076598252213
I13R1_HUMAN	NA	NA	NA	-1	0.0294168683902934	0.107296974334385	-1	0.0294168683902934	0.0751893633331766
IBP5_HUMAN	NA	NA	NA	-1	0.306510449431148	0.271373528568394	-1	0.306510449431148	0.253990933918805
IC1_HUMAN	NA	NA	NA	1	0.368846635788389	0.293151262123292	1	0.368846635788389	0.282831027537222
IDD_HUMAN	NA	NA	NA	1	0.440276588770638	0.317213451004256	1	0.440276588770638	0.311360188658561
IF4A1_HUMAN	NA	NA	NA	1	0.254867719438653	0.250430497910392	1	0.254867719438653	0.235460447565236
IGF1A_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGS11_HUMAN	NA	NA	NA	-1	0.382419597587049	0.29644121568018	-1	0.382419597587049	0.287456967178953
IL1AP_HUMAN	NA	NA	NA	-1	0.239555863927665	0.244045887812481	-1	0.239555863927665	0.228796699494428
ILEU_HUMAN	NA	NA	NA	-1	0.774645277346802	0.411981115805662	-1	0.774645277346802	0.423276012104223
INS_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
IQGA1_HUMAN	NA	NA	NA	-1	0.0738656926601458	0.153174195913488	-1	0.0738656926601459	0.126474450882621
ITA7_HUMAN	NA	NA	NA	-1	0.0157049961983135	0.0916534582351717	-1	0.0157049961983135	0.0597857921099587
ITB1_HUMAN	NA	NA	NA	-1	0.723544151469612	0.402834294694056	-1	0.723544151469612	0.410104300130936
ITIH2_HUMAN	NA	NA	NA	1	0.308857200333729	0.271373528568394	1	0.308857200333729	0.254298057554177
ITLN1_HUMAN	NA	NA	NA	-1	0.514293916386087	0.34064476334871	-1	0.514293916386087	0.337059637977029
JAM2_HUMAN	NA	NA	NA	1	0.2463861575622	0.247913017689067	1	0.2463861575622	0.231685984547549
JAML1_HUMAN	NA	NA	NA	1	0.594251331695566	0.365540484760384	1	0.594251331695566	0.365371934510975
K1C10_HUMAN	NA	NA	NA	1	0.401803960821478	0.304152760172951	1	0.401803960821478	0.295846169046645
K1C12_HUMAN	NA	NA	NA	1	0.212211079175649	0.22934290790231	1	0.212211079175649	0.213707670125991
K1C13_HUMAN	NA	NA	NA	1	0.207688563259913	0.228075535264989	1	0.207688563259913	0.211133877746898
K1C14_HUMAN	NA	NA	NA	1	0.00521844620511691	0.0558250610530393	1	0.00521844620511681	0.0334141319263728
K1C15_HUMAN	NA	NA	NA	1	0.461126423026691	0.323672710327443	1	0.461126423026691	0.317325278926408
K1C18_HUMAN	NA	NA	NA	1	0.00356753801386979	0.0541120411459742	1	0.00356753801386978	0.0320408816969091
K1C19_HUMAN	NA	NA	NA	1	0.0352243978330498	0.117948604652782	1	0.0352243978330498	0.0840311532918448
K1C9_HUMAN	NA	NA	NA	1	0.0925564214658457	0.170522883191335	1	0.0925564214658458	0.142905408763425
K22E_HUMAN	NA	NA	NA	1	0.321396074654047	0.276994590197669	1	0.321396074654047	0.261382132821323
K2C1_HUMAN	NA	NA	NA	1	0.148291984893513	0.20166838987273	1	0.148291984893513	0.179677301608704
K2C3_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
K2C4_HUMAN	NA	NA	NA	1	0.385212461664655	0.296992768873373	1	0.385212461664655	0.287975239809403
K2C5_HUMAN	NA	NA	NA	1	0.198722323713411	0.225503463583092	1	0.198722323713411	0.206717012515524
K2C6A_HUMAN	NA	NA	NA	1	0.552687535751714	0.353304259036241	1	0.552687535751714	0.349011718704257
K2C7_HUMAN	NA	NA	NA	1	0.000197210383765529	0.043160233461989	1	0.000197210383765523	0.0103862503664403
K2C73_HUMAN	NA	NA	NA	1	0.367793657511579	0.293140757368693	1	0.367793657511579	0.282427072676424
K2C75_HUMAN	NA	NA	NA	-1	0.855820166961276	0.433229520601888	-1	0.855820166961276	0.443834881652616
K2C8_HUMAN	NA	NA	NA	1	0.0287036393196414	0.105638699506838	1	0.0287036393196413	0.0749573678879263
KCRB_HUMAN	NA	NA	NA	-1	0.372478037844577	0.293574821130076	-1	0.372478037844577	0.28439673783253
KLK2_HUMAN	NA	NA	NA	-1	0.0397287958671931	0.125793992514892	-1	0.0397287958671931	0.0915226836181425
KLK3_HUMAN	NA	NA	NA	-1	0.0683304854896677	0.1476936293944	-1	0.0683304854896677	0.120648016821411
KNG1_HUMAN	NA	NA	NA	-1	0.048739127307306	0.131694788521085	-1	0.048739127307306	0.100619849970246
KPYM_HUMAN	NA	NA	NA	1	0.189693330632576	0.223111664048691	1	0.189693330632576	0.20569613322583
KV103_HUMAN	NA	NA	NA	-1	0.0504262987203413	0.13290289912803	-1	0.0504262987203413	0.102138736927955
KV104_HUMAN	NA	NA	NA	-1	0.347630855513719	0.282679663632657	-1	0.347630855513719	0.273134558671605
KV109_HUMAN	NA	NA	NA	-1	0.67523232634699	0.392026493234047	-1	0.67523232634699	0.395242060510241
KV113_HUMAN	NA	NA	NA	1	0.46201268599877	0.323738542034959	1	0.46201268599877	0.317331268891572
KV116_HUMAN	NA	NA	NA	-1	0.27490735105794	0.261172206489702	-1	0.27490735105794	0.243980548280686
KV201_HUMAN	NA	NA	NA	-1	0.664451863349334	0.388881391176381	-1	0.664451863349334	0.391923582294532
KV202_HUMAN	NA	NA	NA	-1	0.849209975703576	0.432527525844273	-1	0.849209975703576	0.442599501293407
KV204_HUMAN	NA	NA	NA	-1	0.167731475943704	0.212139287985708	-1	0.167731475943704	0.190976114932459
KV306_HUMAN	NA	NA	NA	1	0.340258325786874	0.28096219952946	1	0.340258325786874	0.270974316136759
KV310_HUMAN	NA	NA	NA	-1	0.402610049755242	0.304152760172951	-1	0.402610049755242	0.296033606376497
KV312_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
KV401_HUMAN	NA	NA	NA	-1	0.507677432509808	0.340148262376131	-1	0.507677432509808	0.335591609372062
LAC_HUMAN	NA	NA	NA	-1	0.48061009936584	0.328068192081094	-1	0.48061009936584	0.323418322817781
LAC6_HUMAN	NA	NA	NA	-1	0.474165595954602	0.326454368748405	-1	0.474165595954602	0.320544848676735
LAMA4_HUMAN	NA	NA	NA	1	0.985496223229955	0.465961765840045	1	0.985496223229955	0.479577408441197
LASP1_HUMAN	NA	NA	NA	-1	0.998659425626221	0.468524172221656	-1	0.998659425626221	0.481753852974407
LC1L1_HUMAN	NA	NA	NA	1	0.428221851294329	0.311273084875537	1	0.428221851294329	0.307023106831065
LCN1_HUMAN	NA	NA	NA	1	0.657976984085319	0.387750493601774	1	0.657976984085319	0.389817892640951
LDH6A_HUMAN	NA	NA	NA	1	0.746540247771821	0.408801215644778	1	0.746540247771821	0.416540677627418
LDHB_HUMAN	NA	NA	NA	-1	0.162790894958022	0.210035600046695	-1	0.162790894958022	0.188767049147087
LEG1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
LEG3_HUMAN	NA	NA	NA	1	0.123155155953783	0.190506952754253	1	0.123155155953783	0.16241327549459
LEG7_HUMAN	NA	NA	NA	1	0.704919549490884	0.401138830647764	1	0.704919549490884	0.404164108516662
LEG9B_HUMAN	NA	NA	NA	-1	0.584959304294991	0.361520770874709	-1	0.584959304294991	0.360898988852093
LIRB4_HUMAN	NA	NA	NA	-1	0.883833880259863	0.439781087648205	-1	0.883833880259863	0.453542746471015
LSAMP_HUMAN	NA	NA	NA	-1	0.132275461998514	0.193215136196453	-1	0.132275461998514	0.167600078407324
LSHB_HUMAN	NA	NA	NA	1	0.961881088202255	0.459583398141646	1	0.961881088202255	0.472553302298572
LUM_HUMAN	NA	NA	NA	-1	0.776369010297794	0.411981115805662	-1	0.776369010297794	0.423276012104223
LV102_HUMAN	NA	NA	NA	-1	0.944481410297015	0.455470614636736	-1	0.944481410297015	0.468739112199108
LV104_HUMAN	NA	NA	NA	-1	0.895596989668786	0.442401077690152	-1	0.895596989668786	0.45609076530179
LV405_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
LV603_HUMAN	NA	NA	NA	-1	0.284812929778311	0.263629423826788	-1	0.284812929778311	0.24663675251588
MANS1_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
MARCS_HUMAN	NA	NA	NA	-1	0.0341465032711923	0.117221786580976	-1	0.0341465032711923	0.0836915067459044
MBL2_HUMAN	NA	NA	NA	1	0.515110141930272	0.34064476334871	1	0.515110141930272	0.337182877852459
MCM10_HUMAN	NA	NA	NA	-1	0.629047409197769	0.379087778710123	-1	0.629047409197769	0.378527806685606
MEGF6_HUMAN	NA	NA	NA	-1	0.305161782551632	0.271373528568394	-1	0.305161782551632	0.253990933918805
MGA_HUMAN	NA	NA	NA	-1	0.359459945126995	0.287931638233504	-1	0.359459945126995	0.278016324784322
MGAL1_HUMAN	NA	NA	NA	-1	0.0647271748400436	0.144299965989561	-1	0.0647271748400436	0.118173088456961
MGAT1_HUMAN	NA	NA	NA	-1	0.0924720246418249	0.170522883191335	-1	0.0924720246418249	0.142905408763425
MIA3_HUMAN	NA	NA	NA	-1	0.268974498664823	0.259022449896628	-1	0.268974498664823	0.243054645653634
ML12A_HUMAN	NA	NA	NA	1	0.755669013056986	0.408801215644778	1	0.755669013056986	0.418156781452311
MLEC_HUMAN	NA	NA	NA	1	0.450000532101378	0.320014321678146	1	0.450000532101378	0.313283782676752
MMP2_HUMAN	NA	NA	NA	1	0.800863155569153	0.417835766521669	1	0.800863155569153	0.430288231895246
MOC2A_HUMAN	NA	NA	NA	-1	0.0490680337269159	0.131694788521085	-1	0.0490680337269159	0.100910744998163
MOG_HUMAN	NA	NA	NA	-1	0.520828548590458	0.343172242524682	-1	0.520828548590458	0.338859837068875
MOTI_HUMAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPRI_HUMAN	NA	NA	NA	-1	0.0180842153195026	0.0941775666270248	-1	0.0180842153195026	0.061764643601804
MRP_HUMAN	NA	NA	NA	-1	0.256002748755651	0.250430497910392	-1	0.256002748755651	0.235697696634264
MT1E_HUMAN	NA	NA	NA	-1	0.345043006538021	0.282476123351943	-1	0.345043006538021	0.273134558671605
